code,description,category,subcategory,unit,rate,brand,keywords
21555_4adf2903,Electric fence post - EP83L 8 wire holder plastic post (10/bundle),Fencing,,Unit,19,,electric; fence; post; ep83l; wire; holder; plastic; (10; bundle); fencing; 21555_4adf2903
21556_03b14eb5,Electric fence post - steel spring with pgtail insulator (10/bundle),Fencing,,Unit,10.36,,electric; fence; post; steel; spring; with; pgtail; insulator; (10; bundle); fencing; 21556_03b14eb5
21560_7df2361a,Electric fence tape - 200m x 10mm 4strand polytape,Fencing,Individual Pieces,Unit,12.5,,electric; fence; tape; 200m; 10mm; 4strand; polytape; fencing; individual pieces; 21560_7df2361a
21561_d1e22c21,Electric fence tape - 200m x 12.5mm 5strand polytape,Fencing,Individual Pieces,Unit,,,electric; fence; tape; 200m; 12.5mm; 5strand; polytape; fencing; individual pieces; 21561_d1e22c21
21562_1b90d7bf,Electric fence tape - 200m x 12.5mm enduro tape,Fencing,Individual Pieces,Unit,12.5,,electric; fence; tape; 200m; 12.5mm; enduro; fencing; individual pieces; 21562_1b90d7bf
21563_38730986,Electric fence tape - 200m x 40mm 8xstrand polytape,Fencing,Individual Pieces,Unit,,,electric; fence; tape; 200m; 40mm; 8xstrand; polytape; fencing; individual pieces; 21563_38730986
21564_b990c1bd,Electric fence tape - 400m enduro tape,Fencing,,Unit,,,electric; fence; tape; 400m; enduro; fencing; 21564_b990c1bd
21565_aa750c3d,Electric fence tape - doughnut corner insulator for tape (3pk),Fencing,,Unit,,,electric; fence; tape; doughnut; corner; insulator; for; (3pk); fencing; 21565_aa750c3d
21566_1a4c947c,Electric fence tape - stainless steel 20mm joiner (5pk),Fencing,Individual Pieces,Unit,,,electric; fence; tape; stainless; steel; 20mm; joiner; (5pk); fencing; individual pieces; 21566_1a4c947c
21567_9610edcb,Electric fence tape - stainless steel 40mm joiner (5pk),Fencing,Individual Pieces,Unit,,,electric; fence; tape; stainless; steel; 40mm; joiner; (5pk); fencing; individual pieces; 21567_9610edcb
21583_053bc1fb,Concrete Strainer Accessories - M16 lifting loop,Concrete Products,,Unit,5,,concrete; strainer; accessories; m16; lifting; loop; concrete products; 21583_053bc1fb
21584_8bc8d2ea,Concrete Strainer Accessories - replacement rubber (2/set),Concrete Products,Sets & Kits,Unit,0.97,,concrete; strainer; accessories; replacement; rubber; set); concrete products; sets & kits; 21584_8bc8d2ea
21585_cd5028cc,Concrete Strainer Accessories - top hat,Concrete Products,,Unit,110,,concrete; strainer; accessories; top; hat; concrete products; 21585_cd5028cc
23964_07a0198a,Staple for gun - KMR 40-315 (2520/box),General,,Unit,75,,staple; for; gun; kmr; 315; (2520; box); general; 23964_07a0198a
23965_051262d3,Staple for gun - TJEP FS-40 (2100/box),General,,Unit,64,,staple; for; gun; tjep; (2100; box); general; 23965_051262d3
31838_fa4fe044,Staple for gun - TJEP 40-315 (2000/box),General,,Unit,64,,staple; for; gun; tjep; 315; (2000; box); general; 31838_fa4fe044
31979_74694b51,Staple for gun - Stockade 40x4mm (1000/box) c/w 2 gas,General,Individual Pieces,Unit,76.5,,staple; for; gun; stockade; 40x4mm; (1000; box); gas; general; individual pieces; 31979_74694b51
35322_6b934285,Staple for gun - KMR 40-315 (1500/box),General,,Unit,,,staple; for; gun; kmr; 315; (1500; box); general; 35322_6b934285
23969_6dff37e8,Stud rail barrel tensioner - 1 way,General,,Unit,44.45,,stud; rail; barrel; tensioner; way; general; 23969_6dff37e8
23970_b565969f,Stud rail barrel tensioner - 2 way,General,,Unit,110,,stud; rail; barrel; tensioner; way; general; 23970_b565969f
23971_3168aae1,Stud rail bracket - end,Brackets,,Unit,23.5,,stud; rail; bracket; end; brackets; 23971_3168aae1
23972_9ed8b6c8,Stud rail bracket - flat,Brackets,,Unit,1.8,,stud; rail; bracket; flat; brackets; 23972_9ed8b6c8
23973_7420b8cb,Stud rail bracket - joiner,Brackets,,Unit,28,,stud; rail; bracket; joiner; brackets; 23973_7420b8cb
24568_06fc3c88,Fence tester - PEL Digital volt meter,Fencing,,Unit,87,,fence; tester; pel; digital; volt; meter; fencing; 24568_06fc3c88
24569_a47f6445,Fence tester - 8 levels patura,Fencing,,Unit,12.57,,fence; tester; levels; patura; fencing; 24569_a47f6445
24570_5940d52d,Fence tester - fence alert 150401,Fencing,,Unit,25,,fence; tester; alert; 150401; fencing; 24570_5940d52d
24571_76ce262d,Fence tester - PEL fault finder & digital voltmeter,Fencing,,Unit,109,,fence; tester; pel; fault; finder; digital; voltmeter; fencing; 24571_76ce262d
24572_d696d602,Fence tester - pv5 PEL,Fencing,,Unit,13.2,,fence; tester; pv5; pel; fencing; 24572_d696d602
24573_9559d17c,Fence tester - remote control for PEL 3in1 fault finder,Fencing,,Unit,202,,fence; tester; remote; control; for; pel; 3in1; fault; finder; fencing; 24573_9559d17c
24574_d79f9359,Reel - 1m mounting post for 3 reels,General,,Unit,31.78,,reel; mounting; post; for; reels; general; 24574_d79f9359
24575_05b95221,Reel - 400 blue EP27,General,,Unit,10.75,,reel; 400; blue; ep27; general; 24575_05b95221
24576_c1a3d06d,Reel - 500 blue EP28,General,,Unit,14.75,,reel; 500; blue; ep28; general; 24576_c1a3d06d
24577_7d11e3de,Reel - 700 blue EP26,General,,Unit,13.1,,reel; 700; blue; ep26; general; 24577_7d11e3de
24578_3ac606e4,Reel - geared 3,General,,Unit,48,,reel; geared; general; 24578_3ac606e4
31792_d0bb9a0d,Reel - Forcefield plastic reel small 06-6026-00,General,,Unit,9.8,,reel; forcefield; plastic; small; 6026; general; 31792_d0bb9a0d
32186_15ecfa36,Reel - Forcefield 3,General,,Unit,38.25,,reel; forcefield; general; 32186_15ecfa36
28731_c266c5e1,X knot wire - Mammal tension mesh wire,Wire & Mesh,Individual Pieces,Unit,615,,knot; wire; mammal; tension; mesh; wire & mesh; individual pieces; 28731_c266c5e1
35115_ae107d42,X knot wire - 1.2m 13/120/5 100m tornado,Wire & Mesh,,Unit,344,,knot; wire; 1.2m; 120; 100m; tornado; wire & mesh; 35115_ae107d42
28732_f24cb2ab,X knot wire - 1.2m 13/120/5 50m roll,Wire & Mesh,,Unit,172,,knot; wire; 1.2m; 120; 50m; roll; wire & mesh; 28732_f24cb2ab
28734_a4b98ac4,X knot wire - 1.5m 15-158-8 2mm hinge joint,Wire & Mesh,Individual Pieces,Unit,300.08,,knot; wire; 1.5m; 158; 2mm; hinge; joint; wire & mesh; individual pieces; 28734_a4b98ac4
28735_b4a354c7,X knot wire - 14-130-5 torus,Wire & Mesh,,Unit,240,,knot; wire; 130; torus; wire & mesh; 28735_b4a354c7
29092_4bc60083,X knot wire - 15-158-5 torus,Wire & Mesh,,Unit,241,,knot; wire; 158; torus; wire & mesh; 29092_4bc60083
31171_bcbf1970,X knot wire - 15-158-7.5 torus,Wire & Mesh,,Unit,218,,knot; wire; 158; 7.5; torus; wire & mesh; 31171_bcbf1970
31249_fb832153,X knot wire - 10-90-5 torus 50m,Wire & Mesh,,Unit,143,,knot; wire; torus; 50m; wire & mesh; 31249_fb832153
31378_94bf8649,X knot wire - 14-130-5 torus 100m roll,Wire & Mesh,,Unit,498.75,,knot; wire; 130; torus; 100m; roll; wire & mesh; 31378_94bf8649
31736_84983c02,X knot wire - 1.8m 18-183-5,Wire & Mesh,,Unit,575,,knot; wire; 1.8m; 183; wire & mesh; 31736_84983c02
32507_ca4682e5,X knot wire - 1.2m 13/120/5 100m roll,Wire & Mesh,,Unit,362,,knot; wire; 1.2m; 120; 100m; roll; wire & mesh; 32507_ca4682e5
32508_bd6cb5a7,X knot wire - 1.2m 13-120-8 2mm,Wire & Mesh,Individual Pieces,Unit,242.58,,knot; wire; 1.2m; 120; 2mm; wire & mesh; individual pieces; 32508_bd6cb5a7
33450_99b8627e,X knot wire - 1.2m 13-120-8 2mm 50m roll,Wire & Mesh,Individual Pieces,Unit,127.02,,knot; wire; 1.2m; 120; 2mm; 50m; roll; wire & mesh; individual pieces; 33450_99b8627e
35007_36b87ed3,X knot wire - 1.22m 13-122-5 100m roll,Wire & Mesh,,Unit,415.78,,knot; wire; 1.22m; 122; 100m; roll; wire & mesh; 35007_36b87ed3
35017_f6873000,X knot wire - 1.22m 13-122-5 50m roll,Wire & Mesh,,Unit,220.4,,knot; wire; 1.22m; 122; 50m; roll; wire & mesh; 35017_f6873000
35051_c0f8f893,X knot wire - 1.5m 15-158-8 2mm hinge joint 50m,Wire & Mesh,Individual Pieces,Unit,150.05,,knot; wire; 1.5m; 158; 2mm; hinge; joint; 50m; wire & mesh; individual pieces; 35051_c0f8f893
28799_e7b34850,Bow top railings system - 0.9m galv,General,,Unit,,,bow; top; railings; system; 0.9m; galv; general; 28799_e7b34850
28800_f8f14b42,Bow top railings system - 1m black,General,,Unit,39,,bow; top; railings; system; black; general; 28800_f8f14b42
32505_09ddd0ee,Bow top railings system - 1.5m galv,General,,Unit,221.31,,bow; top; railings; system; 1.5m; galv; general; 32505_09ddd0ee
32506_e00dabb8,Bow top railings system - 1.8m galv,General,,Unit,277.44,,bow; top; railings; system; 1.8m; galv; general; 32506_e00dabb8
32519_9562b61e,Bow top railings system - 1m Galv,General,,Unit,97.44,,bow; top; railings; system; galv; general; 32519_9562b61e
28757_ca8e3ff5,Estate railings system - panel galv,General,,Unit,,,estate; railings; system; panel; galv; general; 28757_ca8e3ff5
28758_3bd72b03,Estate railings system - panel black,General,,Unit,,,estate; railings; system; panel; black; general; 28758_3bd72b03
28759_e956fdb4,Estate railings system - component galv,General,,Unit,34,,estate; railings; system; component; galv; general; 28759_e956fdb4
28760_04603588,Estate railings system - component black,General,,Unit,56.94,,estate; railings; system; component; black; general; 28760_04603588
28761_d19ff687,Estate railing panel - black,Panels,,Unit,106,,estate; railing; panel; black; panels; 28761_d19ff687
28762_5e79e8dc,Estate railing panel - galv,Panels,,Unit,,,estate; railing; panel; galv; panels; 28762_5e79e8dc
28870_11cd65a9,Overhead - tools & equipment,General,,Unit,121.95,,overhead; tools; equipment; general; 28870_11cd65a9
28871_6d20bee9,Overhead - health & safety,General,,Unit,8.81,,overhead; health; safety; general; 28871_6d20bee9
28872_b6d8127d,Overhead - repairs & maintenance,General,,Unit,375,,overhead; repairs; maintenance; general; 28872_b6d8127d
28873_bcecc7ee,Overhead - premises upkeep,General,,Unit,237.89,,overhead; premises; upkeep; general; 28873_bcecc7ee
28874_c42c0fbd,Overhead - advertising & marketing,General,,Unit,14.5,,overhead; advertising; marketing; general; 28874_c42c0fbd
30143_1b8ec192,"Plant Hire - Watson 5.5 ton,option",General,,Unit,85,,plant; hire; watson; 5.5; ton; option; general; 30143_1b8ec192
30144_132a50c1,"Plant Hire - Watson 5.5 ton,option",General,,Unit,589.29,,plant; hire; watson; 5.5; ton; option; general; 30144_132a50c1
30145_f4223bca,"Plant Hire - Case 2.6 ton,option",General,,Unit,85,,plant; hire; case; 2.6; ton; option; general; 30145_f4223bca
30146_f75549ef,"Plant Hire - Case 2.6 ton,option",General,,Unit,243.89,,plant; hire; case; 2.6; ton; option; general; 30146_f75549ef
30147_210dd530,"Plant Hire - John Deere 6210,option",General,,Unit,50,,plant; hire; john; deere; 6210; option; general; 30147_210dd530
30148_1a235333,"Plant Hire - John Deere 6210,option",General,,Unit,,,plant; hire; john; deere; 6210; option; general; 30148_1a235333
30149_51706afd,"Plant Hire - Steven Kilpatrick Quad,option",General,,Unit,50,,plant; hire; steven; kilpatrick; quad; option; general; 30149_51706afd
30150_9a611506,"Plant Hire - Steven Kilpatrick Quad,option",General,,Unit,50,,plant; hire; steven; kilpatrick; quad; option; general; 30150_9a611506
30151_594f36f7,"Plant Hire - Watson 2.7 ton,option",General,,Unit,65.04,,plant; hire; watson; 2.7; ton; option; general; 30151_594f36f7
30152_890337e9,"Plant Hire - Watson 2.7 ton,option",General,,Unit,243.9,,plant; hire; watson; 2.7; ton; option; general; 30152_890337e9
31163_3a82ec83,"Plant Hire - CP Hire,option",General,,Unit,,,plant; hire; option; general; 31163_3a82ec83
31164_749405ac,"Plant Hire - CP Hire,option",General,,Unit,,,plant; hire; option; general; 31164_749405ac
31694_d59b0e91,"Plant Hire - G Browne digger,option",General,,Unit,101.63,,plant; hire; browne; digger; option; general; 31694_d59b0e91
31695_6e4a225a,"Plant Hire - G Browne digger,option",General,,Unit,,,plant; hire; browne; digger; option; general; 31695_6e4a225a
31696_615ff712,"Plant Hire - track dumper,option",General,,Unit,67.8,,plant; hire; track; dumper; option; general; 31696_615ff712
31697_d661d6b6,"Plant Hire - track dumper,option",General,,Unit,33.33,,plant; hire; track; dumper; option; general; 31697_d661d6b6
33350_da61683b,"Plant Hire - Rock Hammer 3T,option",General,Individual Pieces,Unit,,,plant; hire; rock; hammer; option; general; individual pieces; 33350_da61683b
33351_6d16e538,"Plant Hire - Rock Hammer 3T,option",General,Individual Pieces,Unit,,,plant; hire; rock; hammer; option; general; individual pieces; 33351_6d16e538
28957_2486faad,Travel - â‚¬30.00,General,,Days,30,,travel; â‚¬30.00; general; 28957_2486faad
28958_1dd6d903,Travel - â‚¬50.00,General,,Days,50,,travel; â‚¬50.00; general; 28958_1dd6d903
28959_45c160ae,Travel - â‚¬70.00,General,,Days,70,,travel; â‚¬70.00; general; 28959_45c160ae
28960_537904c2,Travel - â‚¬90.00,General,,Days,100,,travel; â‚¬90.00; general; 28960_537904c2
28988_fd7967a4,Egg insulators - black 167760,General,,Unit,0.32,,egg; insulators; black; 167760; general; 28988_fd7967a4
28989_e828a503,Egg insulators - black 167760 (pk100),General,,Unit,32,,egg; insulators; black; 167760; (pk100); general; 28989_e828a503
28990_53d45a14,Egg insulators - super strain EP48,General,,Unit,7.75,,egg; insulators; super; strain; ep48; general; 28990_53d45a14
28991_c2065695,Egg insulators - superstrain EP48 (pk25),General,,Unit,7.5,,egg; insulators; superstrain; ep48; (pk25); general; 28991_c2065695
28997_262bf7c0,killymard graveyard - Rolltop,General,,m,,,killymard; graveyard; rolltop; general; 28997_262bf7c0
28998_df65203d,killymard graveyard - eclipse 60,General,,m,,,killymard; graveyard; eclipse; general; 28998_df65203d
29074_6cd07086,Electric fence cord poly wire - 200m 6 strand polywire 180100,Fencing,,Unit,,,electric; fence; cord; poly; wire; 200m; strand; polywire; 180100; fencing; 29074_6cd07086
29075_ba254ebe,Electric fence cord poly wire - 200m 6 strand tornado polywire 180501,Fencing,,Unit,,,electric; fence; cord; poly; wire; 200m; strand; tornado; polywire; 180501; fencing; 29075_ba254ebe
29076_e96ba923,Electric fence cord poly wire - 200m 9SS polywire PA792,Fencing,,Unit,10,,electric; fence; cord; poly; wire; 200m; 9ss; polywire; pa792; fencing; 29076_e96ba923
29077_b7f79d51,Electric fence cord poly wire - 200m roll 11 strand XL polywire 181001,Fencing,,Unit,20,,electric; fence; cord; poly; wire; 200m; roll; strand; polywire; 181001; fencing; 29077_b7f79d51
29078_010eca7e,Electric fence cord poly wire - 250m 6 strand enduro polywire,Fencing,,Unit,,,electric; fence; cord; poly; wire; 250m; strand; enduro; polywire; fencing; 29078_010eca7e
29079_4c9c3a1c,Electric fence cord poly wire - 400m 11 strand XL polywire 181101,Fencing,,Unit,,,electric; fence; cord; poly; wire; 400m; strand; polywire; 181101; fencing; 29079_4c9c3a1c
29080_f2837388,Electric fence cord poly wire - 400m 6 strand polywire 180200,Fencing,,Unit,,,electric; fence; cord; poly; wire; 400m; strand; polywire; 180200; fencing; 29080_f2837388
29081_a2950e84,Electric fence cord poly wire - 400m 6 strand polywire 180601,Fencing,,Unit,,,electric; fence; cord; poly; wire; 400m; strand; polywire; 180601; fencing; 29081_a2950e84
29082_96b92269,Electric fence cord poly wire - 400m 9SS polywire PA794,Fencing,,Unit,17.75,,electric; fence; cord; poly; wire; 400m; 9ss; polywire; pa794; fencing; 29082_96b92269
31301_52167cb3,Electric fence cord poly wire - 250m 3 strand 180000,Fencing,,Unit,,,electric; fence; cord; poly; wire; 250m; strand; 180000; fencing; 31301_52167cb3
35018_11739a05,Electric fence cord poly wire - 200m polyrope,Fencing,,Unit,24,,electric; fence; cord; poly; wire; 200m; polyrope; fencing; 35018_11739a05
29085_a59394e3,Gripple tool - Gripple Tool Starter Pack Medium,Tools,,Unit,74,,gripple; tool; starter; pack; medium; tools; 29085_a59394e3
29086_8f2ea681,Gripple tool - Contractor Gripple Tool,Tools,,Unit,102,,gripple; tool; contractor; tools; 29086_8f2ea681
29087_d2f0a4ea,Gripple tool - Gripple Torque Tension Tool,Tools,,Unit,61.79,,gripple; tool; torque; tension; tools; 29087_d2f0a4ea
30964_8109e6dc,Tool holder - functional 952-3502,Tools,,Unit,7.67,,tool; holder; functional; 952; 3502; tools; 30964_8109e6dc
30965_42391a3c,Tool holder - screw in 952-0702,Tools,,Unit,3.7,,tool; holder; screw; 952; 0702; tools; 30965_42391a3c
31257_6b50d241,Nails 10kg - 40 x 5mm galv clout,Nails,Individual Pieces,Unit,,,nails; 10kg; 5mm; galv; clout; individual pieces; 31257_6b50d241
31258_50482c2f,Nails 10kg - 50 x 5mm galv clout,Nails,Individual Pieces,Unit,,,nails; 10kg; 5mm; galv; clout; individual pieces; 31258_50482c2f
31259_f43588c1,Nails 10kg - 75 x 5mm galv clout,Nails,Individual Pieces,Unit,,,nails; 10kg; 5mm; galv; clout; individual pieces; 31259_f43588c1
31379_357137a0,Timber panel - 1.65m Double sided,Panels,,Unit,70.66,,timber; panel; 1.65m; double; sided; panels; 31379_357137a0
31380_37ad8307,Timber panel - 1.65m Single sided,Panels,,Unit,30,,timber; panel; 1.65m; single; sided; panels; 31380_37ad8307
31715_67466587,Timber panel - 1.8m Single sided,Panels,,Unit,45.715,,timber; panel; 1.8m; single; sided; panels; 31715_67466587
32063_28a40434,Timber panel - 2.1m single sided,Panels,,Unit,43.465,,timber; panel; 2.1m; single; sided; panels; 32063_28a40434
32546_0b991f2d,Timber panel - 1.8m double sided,Panels,,Unit,65.016,,timber; panel; 1.8m; double; sided; panels; 32546_0b991f2d
33583_4c08c573,Timber panel - 1.8m W x 1.5m H hit & miss double sided panel,Panels,,Unit,44.89,,timber; panel; 1.8m; 1.5m; hit; miss; double; sided; panels; 33583_4c08c573
35816_109ea164,"Timber panel - 1.8m W x 0.9m H close board panel with weather top posts, Single sided",Panels,,Unit,29.903,,timber; panel; 1.8m; 0.9m; close; board; with; weather; top; posts; single; sided; panels; 35816_109ea164
35817_eb79449d,"Timber panel - 1.8m W x 0.9m H close board panel with weather top posts, double sided",Panels,,Unit,,,timber; panel; 1.8m; 0.9m; close; board; with; weather; top; posts; double; sided; panels; 35817_eb79449d
31381_07f214b6,Hayes crimp sleeve - HC2 2.5mm Pk 100,General,Individual Pieces,Unit,22,,hayes; crimp; sleeve; hc2; 2.5mm; 100; general; individual pieces; 31381_07f214b6
31382_957b8515,Hayes crimp sleeve - HC3 3.15mm Pk 50,General,Individual Pieces,Unit,13,,hayes; crimp; sleeve; hc3; 3.15mm; general; individual pieces; 31382_957b8515
31383_0423c424,Hayes crimp sleeve - HCB Barbed Pk 50,General,,Unit,14.75,,hayes; crimp; sleeve; hcb; barbed; general; 31383_0423c424
31488_66845dc8,Extra Over works - Foreman,General,,Hours,34.5,,extra; over; works; foreman; general; 31488_66845dc8
31489_568af30f,Extra Over works - Skilled fencer,General,,Hours,26.5,,extra; over; works; skilled; fencer; general; 31489_568af30f
31490_42d58a95,Extra Over works - Digger,General,,Hours,12.5,,extra; over; works; digger; general; 31490_42d58a95
31491_b31d39f7,Extra Over works - Tractor,General,,Hours,12.5,,extra; over; works; tractor; general; 31491_b31d39f7
31492_790b4384,Extra Over works - small tools,General,,Hours,9,,extra; over; works; small; tools; general; 31492_790b4384
31630_f2f12ac3,Analytical Services - Lab - Basil Sample,General,,Unit,7.5,,analytical; services; lab; basil; sample; general; 31630_f2f12ac3
31631_60ccfc75,Analytical Services - Lab - Broad Spectrum,General,,Unit,7,,analytical; services; lab; broad; spectrum; general; 31631_60ccfc75
31632_60ac5f39,Analytical Services - Lab - Broad Spectrum Extra,General,,Unit,,,analytical; services; lab; broad; spectrum; extra; general; 31632_60ac5f39
31633_0bff776a,Analytical Services - Lab - Broad Spectrum Extra Solvita,General,,Unit,,,analytical; services; lab; broad; spectrum; extra; solvita; general; 31633_0bff776a
31634_af652afb,Analytical Services - Lab - Animal Health Soil,General,,Unit,,,analytical; services; lab; animal; health; soil; general; 31634_af652afb
31635_b431bb45,Analytical Services - Lab - Animal Health Soil (se),General,,Unit,,,analytical; services; lab; animal; health; soil; (se); general; 31635_b431bb45
31636_c8265f7f,Analytical Services - Lab - Complete Particle Size,General,,Unit,,,analytical; services; lab; complete; particle; size; general; 31636_c8265f7f
31772_86523a81,Analytical Services - Lab - Complete Organic Liquid,General,,Unit,,,analytical; services; lab; complete; organic; liquid; general; 31772_86523a81
31773_20ea83a9,Analytical Services - Lab - Basic Organic Li,General,,Unit,,,analytical; services; lab; basic; organic; general; 31773_20ea83a9
32440_e45446dc,Analytical Services - Lab - Complete Organic Solid,General,,Unit,68.4,,analytical; services; lab; complete; organic; solid; general; 32440_e45446dc
33652_4fc545ac,Analytical Services - Lab - Feed Value Grass Silage,General,,Unit,30,,analytical; services; lab; feed; value; grass; silage; general; 33652_4fc545ac
31683_a73fcede,Electric netting - poultry EP274,General,,Unit,120,,electric; netting; poultry; ep274; general; 31683_a73fcede
31684_71bce14c,Electric netting - sheep EP271,General,,Unit,90,,electric; netting; sheep; ep271; general; 31684_71bce14c
31685_158b06d8,Electric netting - sheep EP262,General,,Unit,,,electric; netting; sheep; ep262; general; 31685_158b06d8
31686_efdaba20,Electric netting - horse EP873,General,,Unit,,,electric; netting; horse; ep873; general; 31686_efdaba20
32179_ae14b92a,Electric netting - poultry 14217,General,,Unit,149,,electric; netting; poultry; 14217; general; 32179_ae14b92a
32180_5ac7a1e8,Electric netting - rabbit 18454,General,,Unit,130,,electric; netting; rabbit; 18454; general; 32180_5ac7a1e8
31700_783b52b4,Strainrite ultracrimp 5 in 1,General,,Unit,235,,strainrite; ultracrimp; general; 31700_783b52b4
31840_c93f1b80,Staple gun - TJEP FS-40,General,,Unit,446.6,,staple; gun; tjep; general; 31840_c93f1b80
31841_cd19f428,Staple gun - KMR,General,,Unit,,,staple; gun; kmr; general; 31841_cd19f428
24113_58459018,Chemical anchor resin styrene free 300mls tube - Wurth chemical anchor 420ml,Anchors,,Unit,12.55,Wurth,chemical; anchor; resin; styrene; free; 300mls; tube; wurth; 420ml; anchors; 24113_58459018
35575_9d4ec333,Lubricant - Wurth HP lubricating grease,General,,Unit,4.99,Wurth,lubricant; wurth; lubricating; grease; general; 35575_9d4ec333
35585_c7405fb8,Lubricant - Wurth mulitpurpose grease 400g,General,,Unit,4.99,Wurth,lubricant; wurth; mulitpurpose; grease; 400g; general; 35585_c7405fb8
31941_3d483c96,Lubricant - Wurth Universal Cleaner 500ml 08901087,General,,Unit,4.03,Wurth,lubricant; wurth; universal; cleaner; 500ml; 08901087; general; 31941_3d483c96
31942_052947c7,Lubricant - Wurth HHS 2000 Lube 500ml 0893106,General,,Unit,6,Wurth,lubricant; wurth; hhs; 2000; lube; 500ml; 0893106; general; 31942_052947c7
31943_52982cfa,Lubricant - Wurth ULTRA 20/40 500ml 0893085500,General,,Unit,3.07,Wurth,lubricant; wurth; ultra; 500ml; 0893085500; general; 31943_52982cfa
31944_85846870,Lubricant - Wurth Rust Remover 400ml 0890200004,General,,Unit,8.9,Wurth,lubricant; wurth; rust; remover; 400ml; 0890200004; general; 31944_85846870
32160_8d45d685,Wire jointer - Pel PA46,Wire & Mesh,,Unit,0.9,,wire; jointer; pel; pa46; wire & mesh; 32160_8d45d685
32161_ed3c9174,Wire jointer - Pel PA47,Wire & Mesh,,Unit,,,wire; jointer; pel; pa47; wire & mesh; 32161_ed3c9174
32181_7c566495,Prelims - Traffic management,General,,Unit,,,prelims; traffic; management; general; 32181_7c566495
32182_2d0f1be2,Prelims - Mobilization,General,,Unit,,,prelims; mobilization; general; 32182_2d0f1be2
32183_32b824ef,Prelims - H&S Requirements,General,,Unit,,,prelims; h&s; requirements; general; 32183_32b824ef
32262_1eee1223,Torch  light - HL13,General,,Unit,28.55,,torch; light; hl13; general; 32262_1eee1223
32263_24453d2a,Torch  light - HL20,General,,Unit,7,,torch; light; hl20; general; 32263_24453d2a
32264_2d86417d,Torch  light - HL21,General,,Unit,27.8,,torch; light; hl21; general; 32264_2d86417d
32265_0def13c2,Torch  light - Pocketlite PL1,General,,Unit,7.8,,torch; light; pocketlite; pl1; general; 32265_0def13c2
32266_3e538aa3,Torch  light - Clu-LED13,General,,Unit,25,,torch; light; clu; led13; general; 32266_3e538aa3
32435_05aca932,Cluid fencing - 1.8m Concrete H Post and gravel board,Fencing,,Unit,129.875,,cluid; fencing; 1.8m; concrete; post; and; gravel; board; 32435_05aca932
32436_58bd6107,Cluid fencing - .7m 2 rail D rail fence,Fencing,,Unit,42.877,,cluid; fencing; .7m; rail; fence; 32436_58bd6107
32437_d770db3e,Cluid fencing - 1.2m chainlink on concrete posts,Fencing,,Unit,38.568,,cluid; fencing; 1.2m; chainlink; concrete; posts; 32437_d770db3e
32483_9f7ca483,"Sports rail system 1.2m - 60x40x2mm posts at 2.5m centers, with 868 panel and tubular top rail",General,Individual Pieces,Unit,43.5,,sports; rail; system; 1.2m; 60x40x2mm; posts; 2.5m; centers; with; 868; panel; and; tubular; top; general; individual pieces; 32483_9f7ca483
32484_6765621a,"Sports rail system 1.2m - 60x40x4mm posts base plated at 1.26m centers, 868 panels with tubular handrail",General,Individual Pieces,Unit,148.182,,sports; rail; system; 1.2m; 60x40x4mm; posts; base; plated; 1.26m; centers; 868; panels; with; tubular; handrail; general; individual pieces; 32484_6765621a
32549_2deb99ec,"Supply and fit estate railings - component galv, 5 rail (round top rail and 4 flat rail) post set in concrete footings at  1.2m centers",General,Sets & Kits,m,70.303,,supply; and; fit; estate; railings; component; galv; rail; (round; top; flat; rail); post; set; concrete; footings; 1.2m; centers; general; sets & kits; 32549_2deb99ec
32550_543d40dd,Supply and fit estate railings - 5 rail panel system (black),General,,m,105.188,,supply; and; fit; estate; railings; rail; panel; system; (black); general; 32550_543d40dd
32552_dce3e5b9,"Supply and fit marine grade weld mesh - 1.2m Eclipse 60, post set in concrete at 3m centers, panels attached using tamper proof fittings",Wire & Mesh,Sets & Kits,m,46.086,,supply; and; fit; marine; grade; weld; mesh; 1.2m; eclipse; post; set; concrete; centers; panels; attached; using; tamper; proof; fittings; wire & mesh; sets & kits; 32552_dce3e5b9
32553_735bb87e,"Supply and fit marine grade weld mesh - 1.8m Eclipse 60, posts set in concrete footings at 3m centers, panels attached using tamper proof fittings",Wire & Mesh,Sets & Kits,m,,,supply; and; fit; marine; grade; weld; mesh; 1.8m; eclipse; posts; set; concrete; footings; centers; panels; attached; using; tamper; proof; fittings; wire & mesh; sets & kits; 32553_735bb87e
32554_8d7f29d5,"Supply and fit marine grade weld mesh - 2.4m Eclipse 60, posts set in concrete footings at 3m centers, panels attached using tamper proof fittings",Wire & Mesh,Sets & Kits,m,,,supply; and; fit; marine; grade; weld; mesh; 2.4m; eclipse; posts; set; concrete; footings; centers; panels; attached; using; tamper; proof; fittings; wire & mesh; sets & kits; 32554_8d7f29d5
32676_845ca6ae,Concrete pricing - empty meter,Concrete Products,,Unit,125,,concrete; pricing; empty; meter; concrete products; 32676_845ca6ae
32675_4261f527,Concrete pricing - 20n 10mm chip,Concrete Products,Individual Pieces,Unit,125,,concrete; pricing; 20n; 10mm; chip; concrete products; individual pieces; 32675_4261f527
32677_0e132045,Concrete - empty meter,Concrete Products,,Unit,25,,concrete; empty; meter; concrete products; 32677_0e132045
