code,description,category,subcategory,unit,rate,brand,keywords
34176_1f2faa50,System Dulok lite 656 Marine Grade - kit black 2.4m * 2.5m,General,,Unit,36.69,,system; dulok; lite; 656; marine; grade; kit; black; 2.4m; 2.5m; general; 34176_1f2faa50
34177_0dfa18b5,System Dulok lite 656 Marine Grade - kit green 1.2m * 2.5m,General,,Unit,46.67,,system; dulok; lite; 656; marine; grade; kit; green; 1.2m; 2.5m; general; 34177_0dfa18b5
34178_b62c643c,System Dulok lite 656 Marine Grade - kit green 1.8m * 2.5m,General,,Unit,71.32,,system; dulok; lite; 656; marine; grade; kit; green; 1.8m; 2.5m; general; 34178_b62c643c
34179_dce86021,System Dulok lite 656 Marine Grade - kit green 2.4m * 2.5m,General,,Unit,131.215,,system; dulok; lite; 656; marine; grade; kit; green; 2.4m; 2.5m; general; 34179_dce86021
34184_fc8bdf57,Rail treated 100 x 47mm - timber 4.2m * 100 * 47mm,General,Individual Pieces,Unit,5.43,,rail; treated; 100; 47mm; timber; 4.2m; general; individual pieces; 34184_fc8bdf57
34185_dd681e85,Rail treated 100 x 47mm - timber 3.6m * 100 * 47mm,General,Individual Pieces,Unit,4.63,,rail; treated; 100; 47mm; timber; 3.6m; general; individual pieces; 34185_dd681e85
34187_552e2c4b,Rail concrete,Concrete Products,,Unit,8.94,,rail; concrete; concrete products; 34187_552e2c4b
34205_d1441391,"Supply and fit weld mesh fence around compound as below - 1.8m high Eclipse weld mesh system posts set in concrete footings at 3m centers, compound size 6m x 3m fenced on all 4 sides, including 1No 1.8m x 1.2m ped gate with lockable slip latch.",Fencing,Sets & Kits,Unit,1690.78,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.8m; high; eclipse; system; posts; set; concrete; footings; centers; size; fenced; all; sides; including; 1no; 1.2m; ped; gate; with; lockable; slip; latch.; fencing; sets & kits; 34205_d1441391
34206_58a25076,"Supply and fit weld mesh fence around compound as below - 1.8m high Eclipse weld mesh system posts bolted down to concrete slab at 3m centers, compound size 6m x 3m fenced on all 4 sides, including 1No 1.8m x 1.2m ped gate with lockable slip latch.",Fencing,,Unit,,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.8m; high; eclipse; system; posts; bolted; down; concrete; slab; centers; size; fenced; all; sides; including; 1no; 1.2m; ped; gate; with; lockable; slip; latch.; fencing; 34206_58a25076
34408_317a3170,"Supply and fit weld mesh fence around compound as below - 1.8m high Eclipse weld mesh system, posts bolted to the concrete slab at 3m centers, 1No 1.8m x 1.2m wide gate, compound fenced on all four sides, compound size 5.5x2.5m",Fencing,,Unit,1694.04,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.8m; high; eclipse; system; posts; bolted; the; concrete; slab; centers; 1no; 1.2m; wide; gate; fenced; all; four; sides; size; 5.5x2.5m; fencing; 34408_317a3170
34409_827a443d,"Supply and fit weld mesh fence around compound as below - 2.4m high Eclipse weld mesh system, posts bolted to the concrete slab at 3m centers, compound fenced on 3 side (approx. 5.5m x 2.5m 1No 2.4m x 1.2m gate)posts, panels and gat galvanized and MARINE GRADE PPC Black RAL 9005",Fencing,,Unit,3469.61,,supply; and; fit; weld; mesh; fence; around; compound; below; 2.4m; high; eclipse; system; posts; bolted; the; concrete; slab; centers; fenced; side; (approx.; 5.5m; 2.5m; 1no; 1.2m; gate)posts; panels; gat; galvanized; marine; grade; ppc; black; ral; 9005; fencing; 34409_827a443d
35006_30cf1942,"Supply and fit weld mesh fence around compound as below - 1.8m high Eclipse 60 weld mesh system as below, 12.5m including 1.2m wide gate, posts bolted to concrete slab at 3m centers, 12.5m including 1.2m wide gate post set in concrete footings at 3m centers 1.8m return into wall, all materials galvanized and PPC green RAL 6005.",Fencing,Sets & Kits,Unit,2010.26,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.8m; high; eclipse; system; 12.5m; including; 1.2m; wide; gate; posts; bolted; concrete; slab; centers; post; set; footings; return; into; wall; all; materials; galvanized; ppc; green; ral; 6005.; fencing; sets & kits; 35006_30cf1942
35021_e6e13999,"Supply and fit weld mesh fence around compound as below - 2.4m high eclipse weld mesh system, posts set in concrete footings, 1No 2.4m x 1.2m wide gate c/w slip latch and dropbolt, L shape 6m one side 7m other side",Fencing,Sets & Kits,Unit,1685.17,,supply; and; fit; weld; mesh; fence; around; compound; below; 2.4m; high; eclipse; system; posts; set; concrete; footings; 1no; 1.2m; wide; gate; slip; latch; dropbolt; shape; one; side; other; fencing; sets & kits; 35021_e6e13999
35024_4b5d78d1,"Supply and fit weld mesh fence around compound as below - 1.8m high Nylofor 3m weld mesh system, post set in concrete footings at 3m centers, remove and re install 3 panels of mesh, supply and install 8m new fencing and 2No 1.2m wide gates, left for mag lock to be fitted by others.",Fencing,Sets & Kits,Unit,2339.58,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.8m; high; nylofor; system; post; set; concrete; footings; centers; remove; install; panels; new; fencing; 2no; 1.2m; wide; gates; left; for; mag; lock; fitted; others.; sets & kits; 35024_4b5d78d1
35039_37e405b3,"Supply and fit weld mesh fence around compound as below - Kevinsfort Estate fence, 1.8m high Eclipse weld mesh system, posts set in concrete footings at 3m centers, 2No 1.8m x 1.2m wide gate, compound fenced on 3 sides, compound size 8.7m x 5.5mm",Fencing,Sets & Kits,Unit,2062.55,,supply; and; fit; weld; mesh; fence; around; compound; below; kevinsfort; estate; 1.8m; high; eclipse; system; posts; set; concrete; footings; centers; 2no; 1.2m; wide; gate; fenced; sides; size; 8.7m; 5.5mm; fencing; sets & kits; 35039_37e405b3
35042_c13867ba,"Supply and fit weld mesh fence around compound as below - Ballyconnell fence, 1.8m high Eclipse weld mesh system, posts bolted to concrete slab at 3m centers, 1No 1.8m x 1.2m wide gate, compound fenced on 4 sides, compound size 5m x 4mm",Fencing,Individual Pieces,Unit,1614.98,,supply; and; fit; weld; mesh; fence; around; compound; below; ballyconnell; 1.8m; high; eclipse; system; posts; bolted; concrete; slab; centers; 1no; 1.2m; wide; gate; fenced; sides; size; 4mm; fencing; individual pieces; 35042_c13867ba
35048_1f8381f7,"Supply and fit weld mesh fence around compound as below - E&I, 2.4m high Nylofor 3m weld mesh system, posts set in concrete footings at 3m centers, 1No 2.4m high x 4.0m double leaf gate, compound fenced on 3 sides, compound measures 6mx 20m",Fencing,Sets & Kits,Unit,3360,,supply; and; fit; weld; mesh; fence; around; compound; below; e&i; 2.4m; high; nylofor; system; posts; set; concrete; footings; centers; 1no; 4.0m; double; leaf; gate; fenced; sides; measures; 6mx; 20m; fencing; sets & kits; 35048_1f8381f7
35060_a651faa1,"Supply and fit weld mesh fence around compound as below - Lidl Galway, 1.8m high Elcipse 60 weld mesh system, posts set in concrete footings at 3m centers, 1No 1.8m high x 1.2m gate C/W slip latch holed for padlock, compound fenced on 3 sides as per drawing 5436-bw100 (22m)",Fencing,Sets & Kits,Unit,2051.02,,supply; and; fit; weld; mesh; fence; around; compound; below; lidl; galway; 1.8m; high; elcipse; system; posts; set; concrete; footings; centers; 1no; 1.2m; gate; slip; latch; holed; for; padlock; fenced; sides; per; drawing; 5436; bw100; (22m); fencing; sets & kits; 35060_a651faa1
35063_07185128,"Supply and fit weld mesh fence around compound as below - AVS, 1.8m high Eclipse weld mesh system, posts set in concrete footings at 3m centers, 2No 1.8m x 1.2m wide gate, compound fenced on 4 sides, compound size 28m",Fencing,Sets & Kits,Unit,2438.224,,supply; and; fit; weld; mesh; fence; around; compound; below; avs; 1.8m; high; eclipse; system; posts; set; concrete; footings; centers; 2no; 1.2m; wide; gate; fenced; sides; size; 28m; fencing; sets & kits; 35063_07185128
35097_4bae2a10,"Supply and fit weld mesh fence around compound as below - EM, 1.8m high Marine Grade Eclipse weld mesh system, posts set in concrete footings at 3m centers, 1No 1.8m x 1.2m wide single gate, compound fenced on 3 sides, approx 7.5m x 9m x 7.5m",Fencing,Sets & Kits,Unit,1731.35,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.8m; high; marine; grade; eclipse; system; posts; set; concrete; footings; centers; 1no; 1.2m; wide; single; gate; fenced; sides; approx; 7.5m; fencing; sets & kits; 35097_4bae2a10
35100_569527d8,"Supply and fit weld mesh fence around compound as below - Vertiv Greenway, 1.2m high spectator rail fence with metal toe board, 60x60 posts bolted to the concrete floor at max 2.5m centers, 656 twin wire mesh panels, 60x60mm top rail, 200mm high metal toe board fitted between panels and posts and secured to panel, 6No 1.2m high x 1.2m wide double leaf gates",Fencing,Individual Pieces,Unit,11800.093,,supply; and; fit; weld; mesh; fence; around; compound; below; vertiv; greenway; 1.2m; high; spectator; rail; with; metal; toe; board; 60x60; posts; bolted; the; concrete; floor; max; 2.5m; centers; 656; twin; wire; panels; 60x60mm; top; 200mm; fitted; between; secured; panel; 6no; wide; double; leaf; gates; fencing; individual pieces; 35100_569527d8
35211_d58e8eb8,"Supply and fit weld mesh fence around compound as below - OGT/Swan oil tanks fence, 1.8m high weld mesh, post set in concrete footings, 1No 1.8m x 1.2m gate, compound size 5m with gate, 2m return into building, 3m from building to building",Fencing,Sets & Kits,Unit,1409.14,,supply; and; fit; weld; mesh; fence; around; compound; below; ogt; swan; oil; tanks; 1.8m; high; post; set; concrete; footings; 1no; 1.2m; gate; size; with; return; into; building; from; fencing; sets & kits; 35211_d58e8eb8
35212_5f590a72,"Supply and fit weld mesh fence around compound as below - OGT Gas tank, 1.8m high weld mesh, posts bolted to the concrete slab, 1No 1.8m x 1.2m gate, compound size 6m x 7.5m x 6m gate in opening along front.",Fencing,,Unit,1658.95,,supply; and; fit; weld; mesh; fence; around; compound; below; ogt; gas; tank; 1.8m; high; posts; bolted; the; concrete; slab; 1no; 1.2m; gate; size; 7.5m; opening; along; front.; fencing; 35212_5f590a72
35232_f94d1e2d,"Supply and fit weld mesh fence around compound as below - ERN, 1.8m high Eclipse weld mesh system, posts set in concrete at 3m centers, 2No 1.8m x 1.2m wide gate, compound fenced on 4 sides, compound size 5m x 4mm",Fencing,Sets & Kits,Unit,1552.736,,supply; and; fit; weld; mesh; fence; around; compound; below; ern; 1.8m; high; eclipse; system; posts; set; concrete; centers; 2no; 1.2m; wide; gate; fenced; sides; size; 4mm; fencing; sets & kits; 35232_f94d1e2d
35309_090b8ff9,"Supply and fit weld mesh fence around compound as below - Clayton Hotel Sligo, remove and re erect 1.8m high weld mesh fence and gate, supply and install additional fencing and gate to match as per email",Fencing,,Unit,1215.57,,supply; and; fit; weld; mesh; fence; around; compound; below; clayton; hotel; sligo; remove; erect; 1.8m; high; gate; install; additional; fencing; match; per; email; 35309_090b8ff9
35320_c5d718b9,"Supply and fit weld mesh fence around compound as below - Rathmullan Peir, 2.4m high MARINE GRADE Eclipse weld mesh system, posts bolted to the concrete slab at 3m centers, 1No 2.4m high x 4.0m wide MARINE GRADE weld mesh gate post bolted to the concrete slab,, approx. 8m fence in total",Fencing,,Unit,2331.4,,supply; and; fit; weld; mesh; fence; around; compound; below; rathmullan; peir; 2.4m; high; marine; grade; eclipse; system; posts; bolted; the; concrete; slab; centers; 1no; 4.0m; wide; gate; post; approx.; total; fencing; 35320_c5d718b9
35323_8c23dc6a,"Supply and fit weld mesh fence around compound as below - Elaine, 2.4m high Eclipse weld mesh system, posts set in concrete footings at 3m centers, panels attached using tamper proof fittings, approx. 45m in 1 line, 1No 2.1.2m high x 4.3m double leaf gate posts set in concrete footings, galvanized and PPC black 9005",Fencing,Sets & Kits,Unit,4633.35,,supply; and; fit; weld; mesh; fence; around; compound; below; elaine; 2.4m; high; eclipse; system; posts; set; concrete; footings; centers; panels; attached; using; tamper; proof; fittings; approx.; 45m; line; 1no; 2.1.2m; 4.3m; double; leaf; gate; galvanized; ppc; black; 9005; fencing; sets & kits; 35323_8c23dc6a
35328_84b34151,"Supply and fit weld mesh fence around compound as below - LKG, 2.4m high Eclipse weld mesh system, posts set in concrete footings at 3m centers, panels attached using tamper proof fitting, approx. 22m including 1No 2.4m high x 6.0m wide double leaf gate, all materials galvanized and PPC Black RAL 9005",Fencing,Sets & Kits,Unit,2710.19,,supply; and; fit; weld; mesh; fence; around; compound; below; lkg; 2.4m; high; eclipse; system; posts; set; concrete; footings; centers; panels; attached; using; tamper; proof; fitting; approx.; 22m; including; 1no; 6.0m; wide; double; leaf; gate; all; materials; galvanized; ppc; black; ral; 9005; fencing; sets & kits; 35328_84b34151
35651_3a90241a,"Supply and fit weld mesh fence around compound as below - BC Approx. 16m of 1.8m high Eclipse weld mesh system bolted to concrete pad, 2No 1.8m x 1.2m wide gates to open outwards bolted to concrete pad, galvanized and PPC black RAL 9005",Fencing,,Unit,2126.496,,supply; and; fit; weld; mesh; fence; around; compound; below; approx.; 16m; 1.8m; high; eclipse; system; bolted; concrete; pad; 2no; 1.2m; wide; gates; open; outwards; galvanized; ppc; black; ral; 9005; fencing; 35651_3a90241a
35670_fb426da1,"Supply and fit weld mesh fence around compound as below - Carrigart NS, Remove and dispose of metal rails and supply and fit new 2.4m high Eclipse weld mesh system with posts set in concrete footings, 1No 2.4m x4.0m wide double gate and 1 No 2.4m high x 1.2m wide ped gate, all materials galvanized and PPC black RAL 9005",Fencing,Sets & Kits,Unit,2845.892,,supply; and; fit; weld; mesh; fence; around; compound; below; carrigart; remove; dispose; metal; rails; new; 2.4m; high; eclipse; system; with; posts; set; concrete; footings; 1no; x4.0m; wide; double; gate; 1.2m; ped; all; materials; galvanized; ppc; black; ral; 9005; fencing; sets & kits; 35670_fb426da1
35729_689b2153,"Supply and fit weld mesh fence around compound as below - Green castle bin store, 2.4m MARINE GRADE 656 posts bolted to concrete slab, 1 No 2.4m x 6.0m double leaf gate, compound fenced on 3 side (4.5mx 6.0m x4.5m)",Fencing,,Unit,2891.89,,supply; and; fit; weld; mesh; fence; around; compound; below; green; castle; bin; store; 2.4m; marine; grade; 656; posts; bolted; concrete; slab; 6.0m; double; leaf; gate; fenced; side; (4.5mx; x4.5m); fencing; 35729_689b2153
35771_edf9559c,"Supply and fit weld mesh fence around compound as below - Mr.Price Dundalk, 2.4m Eclipse weld mesh system, posts set in concrete footings, 1No 2.4m high x 2.5m wide manual sliding gate (rail on ground) fencing to 2 sides, compound side 8.5m x 5.5m , all fencing and gates galvanized and PPC yellow",Fencing,Sets & Kits,Unit,5618.27,,supply; and; fit; weld; mesh; fence; around; compound; below; mr.price; dundalk; 2.4m; eclipse; system; posts; set; concrete; footings; 1no; high; 2.5m; wide; manual; sliding; gate; (rail; ground); fencing; sides; side; 8.5m; 5.5m; all; gates; galvanized; ppc; yellow; sets & kits; 35771_edf9559c
34305_2b6e8666,"Supply and fit weld mesh fence around compound as below - 1.8m high Eclipse weld mesh system, posts set in concrete footings at 3m centers, 1No 1.8m x 1.0m wide gate, 1No double leaf 1.8m high x 3.0m wide gate.",Fencing,Sets & Kits,Unit,3465.66,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.8m; high; eclipse; system; posts; set; concrete; footings; centers; 1no; 1.0m; wide; gate; double; leaf; 3.0m; gate.; fencing; sets & kits; 34305_2b6e8666
34738_b92600b7,"Supply and fit weld mesh fence around compound as below - 1.2m high Dulok 656 weld mesh system, posts set in concrete footings at 2.5m centers, 1No 1.2m x 1.2m single gate set in concrete footings. Approx. 12m in total",Fencing,Sets & Kits,Unit,1514.23,,supply; and; fit; weld; mesh; fence; around; compound; below; 1.2m; high; dulok; 656; system; posts; set; concrete; footings; 2.5m; centers; 1no; single; gate; footings.; approx.; 12m; total; fencing; sets & kits; 34738_b92600b7
35105_dee23955,"Supply and fit weld mesh fence around compound as below - TP Carn, 1.8m Eclipse weld mesh system, posts bolted to concrete slab or to back of retaining wall at 3m centers, 1No 1.8m high x 4.0m wide double leaf gate baseplated to concrete slab, 1No 1.8m high x 1.2m wide single leaf gate bolted to concrete slab, compound fenced on 4 side (one side joining to building at each end) compound size 22.5m x 10m",Fencing,,Unit,3875.98,,supply; and; fit; weld; mesh; fence; around; compound; below; carn; 1.8m; eclipse; system; posts; bolted; concrete; slab; back; retaining; wall; centers; 1no; high; 4.0m; wide; double; leaf; gate; baseplated; 1.2m; single; fenced; side; (one; joining; building; each; end); size; 22.5m; 10m; fencing; 35105_dee23955
35725_c46397c0,Postcrete / Concrete bags - flo-mix 20kg,Posts,,Unit,2.9,,postcrete; concrete; bags; flo; mix; 20kg; posts; 35725_c46397c0
35726_9e7fea66,Postcrete / Concrete bags - 40n concrete 10mm,Posts,Individual Pieces,Unit,2.61,,postcrete; concrete; bags; 40n; 10mm; posts; individual pieces; 35726_9e7fea66
34215_7f198439,Postcrete / Concrete bags - fine aggregate 6mm 20kg,Posts,Individual Pieces,Unit,,,postcrete; concrete; bags; fine; aggregate; 6mm; 20kg; posts; individual pieces; 34215_7f198439
34216_c120d65f,Postcrete / Concrete bags - coarse aggregate 10mm 20kg,Posts,Individual Pieces,Unit,4.3,,postcrete; concrete; bags; coarse; aggregate; 10mm; 20kg; posts; individual pieces; 34216_c120d65f
34217_3873ec06,Wire braided - 9 strand 200m,Wire & Mesh,,Unit,18,,wire; braided; strand; 200m; wire & mesh; 34217_3873ec06
34218_f54132e2,Wire braided - 9 strand 400m,Wire & Mesh,,Unit,34,,wire; braided; strand; 400m; wire & mesh; 34218_f54132e2
34219_387498e6,Wire alu 400m,Wire & Mesh,,Unit,34,,wire; alu; 400m; wire & mesh; 34219_387498e6
34228_a2f1879e,Bolt and nut Locinox - small,Bolts,,Unit,2.21,,bolt; and; nut; locinox; small; bolts; 34228_a2f1879e
34229_931eb9bd,Bolt and nut Locinox - medium,Bolts,,Unit,2.82,,bolt; and; nut; locinox; medium; bolts; 34229_931eb9bd
34230_f75d92f1,Bolt and nut Locinox - large,Bolts,,Unit,4.28,,bolt; and; nut; locinox; large; bolts; 34230_f75d92f1
34231_c3e0b331,Lock Locinox - black panic exit set LAKQPK,General,Sets & Kits,Unit,118.13,,lock; locinox; black; panic; exit; set; lakqpk; general; sets & kits; 34231_c3e0b331
34232_f49c7dd9,Lock Locinox - green panic exit set LAKQPK,General,Sets & Kits,Unit,118.13,,lock; locinox; green; panic; exit; set; lakqpk; general; sets & kits; 34232_f49c7dd9
34233_927051c9,Lock Locinox - black 40-60mm LAKQ U2,General,Individual Pieces,Unit,49.14,,lock; locinox; black; 60mm; lakq; general; individual pieces; 34233_927051c9
34234_b93bb0aa,Lock Locinox - green 40-60mm LAKQ U2,General,Individual Pieces,Unit,54.22,,lock; locinox; green; 60mm; lakq; general; individual pieces; 34234_b93bb0aa
